Time,Quadrant Number,Ball Colour,Type
26.861133176248824,2,Yellow,Entry
26.861133176248824,"(1848, 245, 2)",White,Exit
26.861133176248824,2,White,Entry
26.861133176248824,"(1214, 896, 4)",Peach,Exit
26.861133176248824,4,Peach,Entry
26.89441834747094,"(1328, 3, 2)",Red,Exit
26.89441834747094,2,Red,Entry
26.89441834747094,"(1509, 277, 2)",Blue,Exit
26.89441834747094,2,Blue,Entry
26.89441834747094,"(1107, 242, 2)",Yellow,Exit
26.89441834747094,2,Yellow,Entry
26.89441834747094,"(1848, 246, 2)",White,Exit
26.89441834747094,2,White,Entry
26.89441834747094,"(1220, 894, 4)",Peach,Exit
26.89441834747094,4,Peach,Entry
26.927703518693058,"(1310, 3, 2)",Red,Exit
26.927703518693058,2,Red,Entry
26.927703518693058,"(1509, 277, 2)",Blue,Exit
26.927703518693058,2,Blue,Entry
26.927703518693058,"(1107, 241, 2)",Yellow,Exit
26.927703518693058,2,Yellow,Entry
26.927703518693058,"(1847, 329, 2)",White,Exit
26.927703518693058,1,White,Entry
26.927703518693058,"(1224, 890, 4)",Peach,Exit
26.927703518693058,1,Peach,Entry
26.960988689915176,"(1298, 3, 2)",Red,Exit
26.960988689915176,1,Red,Entry
26.960988689915176,"(1509, 277, 2)",Blue,Exit
26.960988689915176,2,Blue,Entry
26.960988689915176,"(1106, 242, 2)",Yellow,Exit
26.960988689915176,2,Yellow,Entry
26.960988689915176,"(1147, 874, 4)",Orange,Exit
26.960988689915176,4,Orange,Entry
26.960988689915176,"(895, 78, 1)",White,Exit
26.960988689915176,1,White,Entry
26.960988689915176,"(757, 52, 1)",Peach,Exit
26.960988689915176,4,Peach,Entry
26.994273861137295,"(831, 3, 1)",Red,Exit
26.994273861137295,2,Red,Entry
26.994273861137295,"(1509, 277, 2)",Blue,Exit
26.994273861137295,2,Blue,Entry
26.994273861137295,"(1107, 242, 2)",Yellow,Exit
26.994273861137295,2,Yellow,Entry
26.994273861137295,"(893, 69, 1)",White,Exit
26.994273861137295,2,White,Entry
26.994273861137295,"(1241, 888, 4)",Peach,Exit
26.994273861137295,4,Peach,Entry
27.02755903235941,"(1321, 4, 2)",Red,Exit
27.02755903235941,2,Red,Entry
27.02755903235941,"(1509, 277, 2)",Blue,Exit
27.02755903235941,2,Blue,Entry
27.02755903235941,"(1106, 242, 2)",Yellow,Exit
27.02755903235941,2,Yellow,Entry
27.02755903235941,"(1847, 245, 2)",White,Exit
27.02755903235941,2,White,Entry
27.02755903235941,"(1256, 891, 4)",Peach,Exit
27.02755903235941,4,Peach,Entry
27.060844203581528,"(1324, 4, 2)",Red,Exit
27.060844203581528,1,Red,Entry
27.060844203581528,"(1509, 277, 2)",Blue,Exit
27.060844203581528,2,Blue,Entry
27.060844203581528,"(1106, 241, 2)",Yellow,Exit
27.060844203581528,2,Yellow,Entry
27.060844203581528,"(1176, 860, 4)",Orange,Exit
27.060844203581528,4,Orange,Entry
27.060844203581528,"(1848, 238, 2)",White,Exit
27.060844203581528,2,White,Entry
27.060844203581528,"(1274, 900, 4)",Peach,Exit
27.060844203581528,4,Peach,Entry
27.094129374803646,"(776, 8, 1)",Red,Exit
27.094129374803646,1,Red,Entry
27.094129374803646,"(1509, 277, 2)",Blue,Exit
27.094129374803646,2,Blue,Entry
27.094129374803646,"(1106, 242, 2)",Yellow,Exit
27.094129374803646,2,Yellow,Entry
27.094129374803646,"(1240, 896, 4)",Orange,Exit
27.094129374803646,4,Orange,Entry
27.094129374803646,"(1847, 218, 2)",White,Exit
27.094129374803646,2,White,Entry
27.094129374803646,"(1282, 914, 4)",Peach,Exit
27.094129374803646,4,Peach,Entry
27.127414546025765,"(768, 7, 1)",Red,Exit
27.127414546025765,2,Red,Entry
27.127414546025765,"(1509, 277, 2)",Blue,Exit
27.127414546025765,2,Blue,Entry
27.127414546025765,"(1106, 242, 2)",Yellow,Exit
27.127414546025765,2,Yellow,Entry
27.127414546025765,"(1301, 983, 4)",Orange,Exit
27.127414546025765,4,Orange,Entry
27.127414546025765,"(1847, 238, 2)",White,Exit
27.127414546025765,2,White,Entry
27.127414546025765,"(989, 821, 4)",Peach,Exit
27.127414546025765,4,Peach,Entry
27.16069971724788,"(1310, 3, 2)",Red,Exit
27.16069971724788,1,Red,Entry
27.16069971724788,"(1509, 277, 2)",Blue,Exit
27.16069971724788,2,Blue,Entry
27.16069971724788,"(1106, 242, 2)",Yellow,Exit
27.16069971724788,2,Yellow,Entry
27.16069971724788,"(1344, 972, 4)",Orange,Exit
27.16069971724788,4,Orange,Entry
27.16069971724788,"(1847, 212, 2)",White,Exit
27.16069971724788,2,White,Entry
27.16069971724788,"(981, 823, 4)",Peach,Exit
27.16069971724788,4,Peach,Entry
27.19398488847,"(768, 6, 1)",Red,Exit
27.19398488847,1,Red,Entry
27.19398488847,"(1509, 277, 2)",Blue,Exit
27.19398488847,2,Blue,Entry
27.19398488847,"(1106, 242, 2)",Yellow,Exit
27.19398488847,2,Yellow,Entry
27.19398488847,"(1337, 994, 4)",Orange,Exit
27.19398488847,4,Orange,Entry
27.19398488847,"(1847, 242, 2)",White,Exit
27.19398488847,2,White,Entry
27.19398488847,"(971, 822, 4)",Peach,Exit
27.19398488847,4,Peach,Entry
27.227270059692117,"(773, 6, 1)",Red,Exit
27.227270059692117,1,Red,Entry
27.227270059692117,"(1509, 277, 2)",Blue,Exit
27.227270059692117,2,Blue,Entry
27.227270059692117,"(1106, 241, 2)",Yellow,Exit
27.227270059692117,2,Yellow,Entry
27.227270059692117,"(1299, 1001, 4)",Orange,Exit
27.227270059692117,4,Orange,Entry
27.227270059692117,"(1847, 238, 2)",White,Exit
27.227270059692117,2,White,Entry
27.227270059692117,"(960, 825, 4)",Peach,Exit
27.227270059692117,3,Peach,Entry
27.260555230914232,"(773, 6, 1)",Red,Exit
27.260555230914232,1,Red,Entry
27.260555230914232,"(1509, 277, 2)",Blue,Exit
27.260555230914232,2,Blue,Entry
27.260555230914232,"(1106, 242, 2)",Yellow,Exit
27.260555230914232,2,Yellow,Entry
27.260555230914232,"(1250, 1003, 4)",Orange,Exit
27.260555230914232,4,Orange,Entry
27.260555230914232,"(1847, 241, 2)",White,Exit
27.260555230914232,2,White,Entry
27.260555230914232,"(944, 862, 3)",Peach,Exit
27.260555230914232,4,Peach,Entry
27.29384040213635,"(773, 6, 1)",Red,Exit
27.29384040213635,1,Red,Entry
27.29384040213635,"(1509, 277, 2)",Blue,Exit
27.29384040213635,2,Blue,Entry
27.29384040213635,"(1106, 242, 2)",Yellow,Exit
27.29384040213635,2,Yellow,Entry
27.29384040213635,"(1199, 991, 4)",Orange,Exit
27.29384040213635,4,Orange,Entry
27.29384040213635,"(1847, 325, 2)",White,Exit
27.29384040213635,2,White,Entry
27.29384040213635,"(1156, 931, 4)",Peach,Exit
27.29384040213635,4,Peach,Entry
27.32712557335847,"(773, 4, 1)",Red,Exit
27.32712557335847,2,Red,Entry
27.32712557335847,"(1509, 277, 2)",Blue,Exit
27.32712557335847,2,Blue,Entry
27.32712557335847,"(1106, 242, 2)",Yellow,Exit
27.32712557335847,2,Yellow,Entry
27.32712557335847,"(1155, 979, 4)",Orange,Exit
27.32712557335847,4,Orange,Entry
27.32712557335847,"(1847, 328, 2)",White,Exit
27.32712557335847,2,White,Entry
27.32712557335847,"(1132, 931, 4)",Peach,Exit
27.32712557335847,4,Peach,Entry
27.360410744580587,"(1471, 6, 2)",Red,Exit
27.360410744580587,2,Red,Entry
27.360410744580587,"(1509, 277, 2)",Blue,Exit
27.360410744580587,2,Blue,Entry
27.360410744580587,"(1106, 242, 2)",Yellow,Exit
27.360410744580587,2,Yellow,Entry
27.360410744580587,"(1120, 960, 4)",Orange,Exit
27.360410744580587,4,Orange,Entry
27.360410744580587,"(1847, 244, 2)",White,Exit
27.360410744580587,2,White,Entry
27.360410744580587,"(1116, 930, 4)",Peach,Exit
27.360410744580587,4,Peach,Entry
27.393695915802702,"(1316, 3, 2)",Red,Exit
27.393695915802702,2,Red,Entry
27.393695915802702,"(1509, 277, 2)",Blue,Exit
27.393695915802702,2,Blue,Entry
27.393695915802702,"(1106, 241, 2)",Yellow,Exit
27.393695915802702,2,Yellow,Entry
27.393695915802702,"(1086, 942, 4)",Orange,Exit
27.393695915802702,4,Orange,Entry
27.393695915802702,"(1847, 211, 2)",White,Exit
27.393695915802702,2,White,Entry
27.393695915802702,"(1104, 921, 4)",Peach,Exit
27.393695915802702,4,Peach,Entry
27.42698108702482,"(1315, 4, 2)",Red,Exit
27.42698108702482,2,Red,Entry
27.42698108702482,"(1509, 277, 2)",Blue,Exit
27.42698108702482,2,Blue,Entry
27.42698108702482,"(1106, 242, 2)",Yellow,Exit
27.42698108702482,2,Yellow,Entry
27.42698108702482,"(1280, 1020, 4)",Orange,Exit
27.42698108702482,4,Orange,Entry
27.42698108702482,"(1847, 244, 2)",White,Exit
27.42698108702482,2,White,Entry
27.42698108702482,"(1089, 916, 4)",Peach,Exit
27.42698108702482,4,Peach,Entry
27.46026625824694,"(1326, 3, 2)",Red,Exit
27.46026625824694,2,Red,Entry
27.46026625824694,"(1509, 277, 2)",Blue,Exit
27.46026625824694,2,Blue,Entry
27.46026625824694,"(1106, 241, 2)",Yellow,Exit
27.46026625824694,2,Yellow,Entry
27.46026625824694,"(1041, 920, 4)",Orange,Exit
27.46026625824694,4,Orange,Entry
27.46026625824694,"(1847, 245, 2)",White,Exit
27.46026625824694,2,White,Entry
27.46026625824694,"(1082, 915, 4)",Peach,Exit
27.46026625824694,4,Peach,Entry
27.493551429469054,"(1319, 3, 2)",Red,Exit
27.493551429469054,2,Red,Entry
27.493551429469054,"(1509, 277, 2)",Blue,Exit
27.493551429469054,2,Blue,Entry
27.493551429469054,"(1106, 241, 2)",Yellow,Exit
27.493551429469054,2,Yellow,Entry
27.493551429469054,"(981, 971, 4)",Orange,Exit
27.493551429469054,4,Orange,Entry
27.493551429469054,"(1847, 246, 2)",White,Exit
27.493551429469054,2,White,Entry
27.493551429469054,"(1079, 918, 4)",Peach,Exit
27.493551429469054,4,Peach,Entry
27.526836600691173,"(1216, 4, 2)",Red,Exit
27.526836600691173,2,Red,Entry
27.526836600691173,"(1509, 277, 2)",Blue,Exit
27.526836600691173,2,Blue,Entry
27.526836600691173,"(1106, 242, 2)",Yellow,Exit
27.526836600691173,2,Yellow,Entry
27.526836600691173,"(1031, 902, 4)",Orange,Exit
27.526836600691173,4,Orange,Entry
27.526836600691173,"(1847, 244, 2)",White,Exit
27.526836600691173,2,White,Entry
27.526836600691173,"(1094, 919, 4)",Peach,Exit
27.526836600691173,4,Peach,Entry
27.56012177191329,"(1318, 3, 2)",Red,Exit
27.56012177191329,2,Red,Entry
27.56012177191329,"(1509, 277, 2)",Blue,Exit
27.56012177191329,2,Blue,Entry
27.56012177191329,"(1106, 241, 2)",Yellow,Exit
27.56012177191329,2,Yellow,Entry
27.56012177191329,"(1032, 897, 4)",Orange,Exit
27.56012177191329,4,Orange,Entry
27.56012177191329,"(1847, 216, 2)",White,Exit
27.56012177191329,2,White,Entry
27.56012177191329,"(1102, 916, 4)",Peach,Exit
27.56012177191329,4,Peach,Entry
27.59340694313541,"(1335, 3, 2)",Red,Exit
27.59340694313541,2,Red,Entry
27.59340694313541,"(1509, 277, 2)",Blue,Exit
27.59340694313541,2,Blue,Entry
27.59340694313541,"(1106, 242, 2)",Yellow,Exit
27.59340694313541,2,Yellow,Entry
27.59340694313541,"(1038, 898, 4)",Orange,Exit
27.59340694313541,4,Orange,Entry
27.59340694313541,"(1847, 247, 2)",White,Exit
27.59340694313541,2,White,Entry
27.59340694313541,"(1114, 919, 4)",Peach,Exit
27.59340694313541,4,Peach,Entry
27.626692114357525,"(1397, 3, 2)",Red,Exit
27.626692114357525,2,Red,Entry
27.626692114357525,"(1509, 277, 2)",Blue,Exit
27.626692114357525,2,Blue,Entry
27.626692114357525,"(1106, 241, 2)",Yellow,Exit
27.626692114357525,2,Yellow,Entry
27.626692114357525,"(1229, 963, 4)",Orange,Exit
27.626692114357525,4,Orange,Entry
27.626692114357525,"(1847, 238, 2)",White,Exit
27.626692114357525,2,White,Entry
27.626692114357525,"(1132, 925, 4)",Peach,Exit
27.626692114357525,4,Peach,Entry
27.659977285579643,"(1572, 6, 2)",Red,Exit
27.659977285579643,2,Red,Entry
27.659977285579643,"(1509, 277, 2)",Blue,Exit
27.659977285579643,2,Blue,Entry
27.659977285579643,"(1106, 242, 2)",Yellow,Exit
27.659977285579643,2,Yellow,Entry
27.659977285579643,"(1247, 961, 4)",Orange,Exit
27.659977285579643,4,Orange,Entry
27.659977285579643,"(1847, 247, 2)",White,Exit
27.659977285579643,2,White,Entry
27.659977285579643,"(1153, 926, 4)",Peach,Exit
27.659977285579643,4,Peach,Entry
27.69326245680176,"(1236, 4, 2)",Red,Exit
27.69326245680176,2,Red,Entry
27.69326245680176,"(1509, 277, 2)",Blue,Exit
27.69326245680176,2,Blue,Entry
27.69326245680176,"(1106, 242, 2)",Yellow,Exit
27.69326245680176,2,Yellow,Entry
27.69326245680176,"(1272, 964, 4)",Orange,Exit
27.69326245680176,4,Orange,Entry
27.69326245680176,"(1847, 329, 2)",White,Exit
27.69326245680176,2,White,Entry
27.69326245680176,"(1168, 923, 4)",Peach,Exit
27.69326245680176,4,Peach,Entry
27.72654762802388,"(1235, 4, 2)",Red,Exit
27.72654762802388,2,Red,Entry
27.72654762802388,"(1509, 277, 2)",Blue,Exit
27.72654762802388,2,Blue,Entry
27.72654762802388,"(1106, 242, 2)",Yellow,Exit
27.72654762802388,2,Yellow,Entry
27.72654762802388,"(1316, 991, 4)",Orange,Exit
27.72654762802388,4,Orange,Entry
27.72654762802388,"(1847, 333, 2)",White,Exit
27.72654762802388,2,White,Entry
27.72654762802388,"(1179, 921, 4)",Peach,Exit
27.72654762802388,4,Peach,Entry
27.759832799245995,"(1208, 4, 2)",Red,Exit
27.759832799245995,1,Red,Entry
27.759832799245995,"(1509, 277, 2)",Blue,Exit
27.759832799245995,2,Blue,Entry
27.759832799245995,"(1106, 241, 2)",Yellow,Exit
27.759832799245995,2,Yellow,Entry
27.759832799245995,"(1316, 989, 4)",Orange,Exit
27.759832799245995,4,Orange,Entry
27.759832799245995,"(1847, 329, 2)",White,Exit
27.759832799245995,2,White,Entry
27.759832799245995,"(1180, 921, 4)",Peach,Exit
27.759832799245995,4,Peach,Entry
27.793117970468113,"(772, 10, 1)",Red,Exit
27.793117970468113,1,Red,Entry
27.793117970468113,"(1509, 277, 2)",Blue,Exit
27.793117970468113,2,Blue,Entry
27.793117970468113,"(1106, 242, 2)",Yellow,Exit
27.793117970468113,2,Yellow,Entry
27.793117970468113,"(1315, 983, 4)",Orange,Exit
27.793117970468113,4,Orange,Entry
27.793117970468113,"(1847, 333, 2)",White,Exit
27.793117970468113,2,White,Entry
27.793117970468113,"(1183, 920, 4)",Peach,Exit
27.793117970468113,4,Peach,Entry
27.826403141690232,"(772, 6, 1)",Red,Exit
27.826403141690232,2,Red,Entry
27.826403141690232,"(1509, 277, 2)",Blue,Exit
27.826403141690232,2,Blue,Entry
27.826403141690232,"(1106, 242, 2)",Yellow,Exit
27.826403141690232,2,Yellow,Entry
27.826403141690232,"(1313, 977, 4)",Orange,Exit
27.826403141690232,4,Orange,Entry
27.826403141690232,"(1847, 328, 2)",White,Exit
27.826403141690232,2,White,Entry
27.826403141690232,"(1179, 917, 4)",Peach,Exit
27.826403141690232,4,Peach,Entry
27.859688312912347,"(1240, 3, 2)",Red,Exit
27.859688312912347,2,Red,Entry
27.859688312912347,"(1509, 277, 2)",Blue,Exit
27.859688312912347,2,Blue,Entry
27.859688312912347,"(1106, 242, 2)",Yellow,Exit
27.859688312912347,2,Yellow,Entry
27.859688312912347,"(1056, 955, 4)",Orange,Exit
27.859688312912347,4,Orange,Entry
27.859688312912347,"(1847, 251, 2)",White,Exit
27.859688312912347,2,White,Entry
27.859688312912347,"(1176, 913, 4)",Peach,Exit
